Station,Date,Time,Precip,type,Air max,min,obs,Wx,Wind dir,speed,Bulb wet,dry,Soil max,min,Evap,Solar,ETo,RH max,min
MERCED.A,19990427,2359,0,,69,41,,,NW,9,,,67,57,,629,0.22,81.5,29.9
MERCED.A,19990428,2359,0,,67,33,,,NW,9,,,64,54,,611,0.23,98.5,26.4
MERCED.A,19990429,2359,0,,75,44,,,NW,7,,,65,55,,572,0.21,66.3,26
MERCED.A,19990430,2359,0,,80,48,,,S,3,,,69,58,,605,0.2,87.9,25.1
MERCED.A,19990501,2359,0,,80,43,,,W,4,,,69,57,,593,0.2,98.3,34.4
MERCED.A,19990502,2359,0.06,,61,43,,,NW,6,,,62,57,,269,0.07,91.3,66.5
MERCED.A,19990503,2359,0.09,,66,45,,,E,4,,,61,57,,211,0.05,98.8,58.1
MERCED.A,19990504,2359,0,,68,41,,,NW,7,,,66,54,,593,0.2,93,41
MERCED.A,19990505,2359,0,,79,40,,,NW,3,,,68,55,,606,0.19,99,30.8
MERCED.A,19990506,2359,0,,84,45,,,NW,5,,,70,56,,519,0.2,99.3,30.3
MERCED.A,19990507,2359,0,,77,49,,,NW,9,,,70,58,,544,0.22,91.6,22.2
MERCED.A,19990508,2359,0,,74,44,,,NW,9,,,71,57,,607,0.25,78.7,19.7
MERCED.A,19990509,2359,0,,71,45,,,NW,9,,,68,60,,550,0.23,78.3,21.6
MERCED.A,19990510,2359,0,,76,46,,,NW,8,,,69,59,,493,0.21,74.6,24.6
MERCED.A,19990511,2359,0,,82,50,,,NW,7,,,72,61,,562,0.22,90.7,35.8
MERCED.A,19990512,2359,0,,83,51,,,NW,6,,,74,62,,618,0.24,95.4,20.8
MERCED.A,19990513,2359,0,,74,45,,,NW,8,,,71,61,,597,0.23,80.3,24.9
MERCED.A,19990514,2359,0,,72,44,,,NW,6,,,71,60,,522,0.18,85.9,34
MERCED.A,19990515,2359,0,,72,42,,,NW,6,,,70,59,,582,0.21,88.4,27
MERCED.A,19990516,2359,0,,79,40,,,NW,5,,,70,58,,549,0.2,96.8,25.3
MERCED.A,19990517,2359,0,,83,41,,,NW,5,,,71,59,,631,0.24,95.7,23.7
MERCED.A,19990518,2359,0,,80,48,,,NW,8,,,71,61,,593,0.23,91.4,42.6
MERCED.A,19990519,2359,0.01,,79,43,,,NW,5,,,73,60,,644,0.22,94.4,35.5
MERCED.A,19990520,2359,0,,73,47,,,NW,6,,,73,61,,628,0.21,88.7,38.1
MERCED.A,19990521,2359,0,,81,44,,,NW,3,,,74,60,,643,0.21,94.4,37.9
MERCED.A,19990522,2359,0,,90,49,,,W,3,,,75,62,,650,0.23,98.7,30.7
MERCED.A,19990523,2359,0,,85,53,,,NW,4,,,76,64,,511,0.19,86.5,34.4
MERCED.A,19990524,2359,0,,85,55,,,,,,,,,,611,0.22,86,36
MERCED.A,19990525,2359,0,,88,56,,,,,,,,,,664,0.24,87,35
MERCED.A,19990526,2359,0,,92,57,,,,,,,,,,664,0.26,98,28
MERCED.A,19990527,1700,0,,95,52,,,,,,,,,,591,0.27,92,31
MERCED.A,19990528,2359,0,,88,52,,,,,,,,,,689,0.27,95,23
MERCED.A,19990529,2359,0,,78,51,,,W,4,,,74,64,,693,0.23,83.9,35.4
MERCED.A,19990530,2359,0,,83,46,,,NW,4,,,74,62,,667,0.22,97.9,36.4
MERCED.A,19990531,1700,0,,83,53,,,NW,5,,,,,,655,0.22,,
MERCED.A,19990601,1700,0,,82,52,,,NW,6,,,,,,666,0.22,93.7,37.2
MERCED.A,19990602,1700,0,,83,45,,,,,,,,,,660,0.09,82,47
MERCED.A,19990603,2359,0,,69,42,,,NW,5,,,71,62,,669,0.21,97.3,34.8
MERCED.A,19990604,2359,0,,73,49,,,NW,4,,,71,63,,497,0.16,96.4,45
MERCED.A,19990605,2359,0,,82,48,,,NW,3,,,74,62,,686,0.23,98.1,38.7
MERCED.A,19990606,2359,0,,83,52,,,NW,5,,,75,63,,724,0.26,78.4,22
MERCED.A,19990607,2359,0,,78,43,,,NW,6,,,74,62,,733,0.27,79.7,23.7
MERCED.A,19990608,2359,0,,80,44,,,NW,7,,,74,62,,735,0.27,85.9,22.6
MERCED.A,19990609,2359,0,,82,42,,,NW,5,,,74,61,,723,0.27,94.8,21.2
MERCED.A,19990610,1700,0,,85,46,,,,,,,,,,673,0.28,94,26
MERCED.A,19990611,2359,0,,88,48,,,NW,5,,,74,62,,692,0.27,97.4,21.3
MERCED.A,19990612,2359,0,,88,52,,,NW,7,,,75,64,,709,0.28,89.1,26.9
MERCED.A,19990613,2359,0,,88,52,,,NW,8,,,75,64,,739,0.3,82.1,25.1
MERCED.A,19990614,1700,0,,94,54,,,NW,7,,,,,,674,0.27,84.4,25.7
MERCED.A,19990615,2359,0,,85,55,,,NW,8,,,74,66,,657,0.26,88.7,31.7
MERCED.A,19990616,2359,0,,87,51,,,NW,5,,,75,65,,716,0.26,92.1,30.9
MERCED.A,19990617,2359,0,,95,52,,,NW,4,,,77,66,,652,0.24,97.7,23.3
MERCED.A,19990618,2359,0,,93,54,,,NW,5,,,77,67,,735,0.29,93.4,22.1
MERCED.A,19990619,2359,0,,91,51,,,NW,5,,,76,66,,736,0.28,83.6,21.6
MERCED.A,19990620,2359,0,,93,52,,,NW,4,,,76,66,,719,0.27,88.1,22.2
MERCED.A,19990621,2359,0,,89,63,,,NW,5,,,76,68,,574,0.24,74.4,33.8
MERCED.A,19990622,2359,0,,95,58,,,NW,4,,,78,68,,632,0.26,97,29.3
